sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag	qc_status	isolation_method
sample_ZW_U19_Plasma_55-18_fastq	EXR-TTUSC1gCrGDH-AN	4419884.0	Plasma	5149935.0	4419884.0	False		
sample_ZW_U19_Plasma_55-19_fastq	EXR-TTUSC1gCrGDH-AN	298392.0	Plasma	478904.0	298392.0	False		
sample_ZW_U19_Plasma_55-1_fastq	EXR-TTUSC1gCrGDH-AN	2354316.0	Plasma	2889334.0	2354316.0	False		
sample_ZW_U19_Plasma_55-20_fastq	EXR-TTUSC1gCrGDH-AN	929048.0	Plasma	1330597.0	929048.0	False		
sample_ZW_U19_Plasma_55-21_fastq	EXR-TTUSC1gCrGDH-AN	2242421.0	Plasma	2779326.0	2242421.0	False		
sample_ZW_U19_Plasma_55-22_fastq	EXR-TTUSC1gCrGDH-AN	2217935.0	Plasma	2637179.0	2217935.0	False		
sample_ZW_U19_Plasma_55-23_fastq	EXR-TTUSC1gCrGDH-AN	781231.9999999999	Plasma	1043371.0	781232.0	False		
sample_ZW_U19_Plasma_55-24_fastq	EXR-TTUSC1gCrGDH-AN	1898999.0	Plasma	2418387.0	1898999.0	False		
sample_ZW_U19_Plasma_55-2_fastq	EXR-TTUSC1gCrGDH-AN	1472626.9999999998	Plasma	5946254.0	1472627.0	False		
sample_ZW_U19_Plasma_55-3_fastq	EXR-TTUSC1gCrGDH-AN	2921586.0000000005	Plasma	3650897.0	2921586.0	False		
sample_ZW_U19_Plasma_55-4_fastq	EXR-TTUSC1gCrGDH-AN	1366176.0000000002	Plasma	1843840.0	1366176.0	False		
sample_ZW_U19_Plasma_55-5_fastq	EXR-TTUSC1gCrGDH-AN	3892507.0000000005	Plasma	4465399.0	3892507.0	False		
sample_ZW_U19_Plasma_55-6_fastq	EXR-TTUSC1gCrGDH-AN	1034021.0000000001	Plasma	2519884.0	1034021.0	False		
sample_ZW_U19_Plasma_55-7_fastq	EXR-TTUSC1gCrGDH-AN	2439317.0	Plasma	3046091.0	2439317.0	False		
sample_ZW_U19_Plasma_55-8_fastq	EXR-TTUSC1gCrGDH-AN	3155379.0000000005	Plasma	4216187.0	3155379.0	False		
sample_ZW_U19_Plasma_55-9_fastq	EXR-TTUSC1gCrGDH-AN	6384725.0	Plasma	7630827.0	6384725.0	False		
sample_ZW_U19_Plasma_56-10_fastq	EXR-TTUSC1gCrGDH-AN	898335.9999999999	Plasma	1213613.0	898336.0	False		
sample_ZW_U19_Plasma_56-11_fastq	EXR-TTUSC1gCrGDH-AN	219015.0	Plasma	345925.0	219015.0	False		
sample_ZW_U19_Plasma_56-12_fastq	EXR-TTUSC1gCrGDH-AN	1249129.0	Plasma	1684842.0	1249129.0	False		
sample_ZW_U19_Plasma_56-13_fastq	EXR-TTUSC1gCrGDH-AN	1095834.0000000002	Plasma	1347783.0	1095834.0	False		
sample_ZW_U19_Plasma_56-14_fastq	EXR-TTUSC1gCrGDH-AN	1707602.0	Plasma	1972492.0	1707602.0	False		
sample_ZW_U19_Plasma_56-15_fastq	EXR-TTUSC1gCrGDH-AN	2295660.0	Plasma	2849395.0	2295660.0	False		
sample_ZW_U19_Plasma_56-16_fastq	EXR-TTUSC1gCrGDH-AN	651118.0000000001	Plasma	904369.0	651118.0	False		
sample_ZW_U19_Plasma_56-17_fastq	EXR-TTUSC1gCrGDH-AN	3386394.0000000005	Plasma	3771060.0	3386394.0	False		
sample_ZW_U19_Plasma_56-18_fastq	EXR-TTUSC1gCrGDH-AN	1577118.0	Plasma	2496054.0	1577118.0	False		
sample_ZW_U19_Plasma_56-19_fastq	EXR-TTUSC1gCrGDH-AN	690428.9999999999	Plasma	903048.0	690429.0	False		
sample_ZW_U19_Plasma_56-1_fastq	EXR-TTUSC1gCrGDH-AN	2734562.9999999995	Plasma	3220725.0	2734563.0	False		
sample_ZW_U19_Plasma_56-20_fastq	EXR-TTUSC1gCrGDH-AN	1812175.0000000002	Plasma	2369912.0	1812175.0	False		
sample_ZW_U19_Plasma_56-21_fastq	EXR-TTUSC1gCrGDH-AN	784945.0	Plasma	1167485.0	784945.0	False		
sample_ZW_U19_Plasma_56-22_fastq	EXR-TTUSC1gCrGDH-AN	1004771.9999999999	Plasma	1463530.0	1004772.0	False		
sample_ZW_U19_Plasma_56-23_fastq	EXR-TTUSC1gCrGDH-AN	1250202.0000000002	Plasma	1614980.0	1250202.0	False		
sample_ZW_U19_Plasma_56-24_fastq	EXR-TTUSC1gCrGDH-AN	934676.0	Plasma	1212805.0	934676.0	False		
sample_ZW_U19_Plasma_56-2_fastq	EXR-TTUSC1gCrGDH-AN	1213028.0	Plasma	1594542.0	1213028.0	False		
sample_ZW_U19_Plasma_56-3_fastq	EXR-TTUSC1gCrGDH-AN	2547897.0	Plasma	3026115.0	2547897.0	False		
sample_ZW_U19_Plasma_56-4_fastq	EXR-TTUSC1gCrGDH-AN	4645261.999999999	Plasma	5236527.0	4645262.0	False		
sample_ZW_U19_Plasma_56-5_fastq	EXR-TTUSC1gCrGDH-AN	2590821.0	Plasma	3099114.0	2590821.0	False		
sample_ZW_U19_Plasma_56-6_fastq	EXR-TTUSC1gCrGDH-AN	784021.0	Plasma	2818212.0	784021.0	False		
sample_ZW_U19_Plasma_56-7_fastq	EXR-TTUSC1gCrGDH-AN	1193506.0	Plasma	1742390.0	1193506.0	False		
sample_ZW_U19_Plasma_56-8_fastq	EXR-TTUSC1gCrGDH-AN	3064583.0	Plasma	3767881.0	3064583.0	False		
sample_ZW_U19_Plasma_56-9_fastq	EXR-TTUSC1gCrGDH-AN	8628908.999999998	Plasma	9400229.0	8628909.0	False		
sample_ZW_U19_Plasma_57-10_fastq	EXR-TTUSC1gCrGDH-AN	671334.0	Plasma	836130.0	671334.0	False		
sample_ZW_U19_Plasma_57-11_fastq	EXR-TTUSC1gCrGDH-AN	172177.0	Plasma	238872.0	172177.0	False		
sample_ZW_U19_Plasma_57-12_fastq	EXR-TTUSC1gCrGDH-AN	685331.9999999999	Plasma	873110.0	685332.0	False		
sample_ZW_U19_Plasma_57-13_fastq	EXR-TTUSC1gCrGDH-AN	343583.0	Plasma	518765.0	343583.0	False		
sample_ZW_U19_Plasma_57-14_fastq	EXR-TTUSC1gCrGDH-AN	859224.0	Plasma	1072455.0	859224.0	False		
sample_ZW_U19_Plasma_57-15_fastq	EXR-TTUSC1gCrGDH-AN	1379470.0000000002	Plasma	1767599.0	1379470.0	False		
sample_ZW_U19_Plasma_57-16_fastq	EXR-TTUSC1gCrGDH-AN	1136965.0	Plasma	1404036.0	1136965.0	False		
sample_ZW_U19_Plasma_57-17_fastq	EXR-TTUSC1gCrGDH-AN	1710302.9999999998	Plasma	2348796.0	1710303.0	False		
sample_ZW_U19_Plasma_57-18_fastq	EXR-TTUSC1gCrGDH-AN	1866492.0	Plasma	2373589.0	1866492.0	False		
sample_ZW_U19_Plasma_57-19_fastq	EXR-TTUSC1gCrGDH-AN	324005.0	Plasma	425759.0	324005.0	False		
sample_ZW_U19_Plasma_57-1_fastq	EXR-TTUSC1gCrGDH-AN	1960237.0	Plasma	2799409.0	1960237.0	False		
sample_ZW_U19_Plasma_57-20_fastq	EXR-TTUSC1gCrGDH-AN	1078090.9999999998	Plasma	1429995.0	1078091.0	False		
sample_ZW_U19_Plasma_57-21_fastq	EXR-TTUSC1gCrGDH-AN	3763450.0000000005	Plasma	4895387.0	3763450.0	False		
sample_ZW_U19_Plasma_57-22_fastq	EXR-TTUSC1gCrGDH-AN	1716834.0	Plasma	2000633.0	1716834.0	False		
sample_ZW_U19_Plasma_57-23_fastq	EXR-TTUSC1gCrGDH-AN	807389.0000000001	Plasma	979945.0	807389.0	False		
sample_ZW_U19_Plasma_57-24_fastq	EXR-TTUSC1gCrGDH-AN	860243.9999999999	Plasma	1034738.0	860244.0	False		
sample_ZW_U19_Plasma_57-2_fastq	EXR-TTUSC1gCrGDH-AN	2091551.0	Plasma	2777229.0	2091551.0	False		
sample_ZW_U19_Plasma_57-3_fastq	EXR-TTUSC1gCrGDH-AN	1925146.0	Plasma	3043589.0	1925146.0	False		
sample_ZW_U19_Plasma_57-4_fastq	EXR-TTUSC1gCrGDH-AN	1652385.9999999998	Plasma	2015742.0	1652386.0	False		
sample_ZW_U19_Plasma_57-5_fastq	EXR-TTUSC1gCrGDH-AN	2030792.9999999998	Plasma	2466831.0	2030793.0	False		
sample_ZW_U19_Plasma_57-6_fastq	EXR-TTUSC1gCrGDH-AN	516344.0	Plasma	1219106.0	516344.0	False		
sample_ZW_U19_Plasma_57-7_fastq	EXR-TTUSC1gCrGDH-AN	843072.0	Plasma	1120592.0	843072.0	False		
sample_ZW_U19_Plasma_57-8_fastq	EXR-TTUSC1gCrGDH-AN	2882333.9999999995	Plasma	3960678.0	2882334.0	False		
sample_ZW_U19_Plasma_57-9_fastq	EXR-TTUSC1gCrGDH-AN	10814692.0	Plasma	12181497.0	10814692.0	False		
sample_ZW_U19_Plasma_58-10_fastq	EXR-TTUSC1gCrGDH-AN	245789.0	Plasma	305850.0	245789.0	False		
sample_ZW_U19_Plasma_58-11_fastq	EXR-TTUSC1gCrGDH-AN	64887.0	Plasma	82024.0	64887.0	True		
sample_ZW_U19_Plasma_58-12_fastq	EXR-TTUSC1gCrGDH-AN	138158.0	Plasma	177478.0	138158.0	False		
sample_ZW_U19_Plasma_58-13_fastq	EXR-TTUSC1gCrGDH-AN	102899.0	Plasma	126787.0	102899.0	False		
sample_ZW_U19_Plasma_58-14_fastq	EXR-TTUSC1gCrGDH-AN	197451.0	Plasma	238411.0	197451.0	False		
sample_ZW_U19_Plasma_58-15_fastq	EXR-TTUSC1gCrGDH-AN	919758.9999999999	Plasma	1040983.0	919759.0	False		
sample_ZW_U19_Plasma_58-16_fastq	EXR-TTUSC1gCrGDH-AN	380433.0	Plasma	501411.0	380433.0	False		
sample_ZW_U19_Plasma_58-17_fastq	EXR-TTUSC1gCrGDH-AN	13806514.0	Plasma	15862635.0	13806514.0	False		
sample_ZW_U19_Plasma_58-18_fastq	EXR-TTUSC1gCrGDH-AN	2147222.0	Plasma	2598466.0	2147222.0	False		
sample_ZW_U19_Plasma_58-19_fastq	EXR-TTUSC1gCrGDH-AN	114775.00000000001	Plasma	134110.0	114775.0	False		
sample_ZW_U19_Plasma_58-1_fastq	EXR-TTUSC1gCrGDH-AN	1443846.0000000002	Plasma	2393651.0	1443846.0	False		
sample_ZW_U19_Plasma_58-20_fastq	EXR-TTUSC1gCrGDH-AN	401637.99999999994	Plasma	518017.0	401638.0	False		
sample_ZW_U19_Plasma_58-21_fastq	EXR-TTUSC1gCrGDH-AN	3688400.0	Plasma	5196649.0	3688400.0	False		
sample_ZW_U19_Plasma_58-22_fastq	EXR-TTUSC1gCrGDH-AN	332982.0	Plasma	486527.0	332982.0	False		
sample_ZW_U19_Plasma_58-23_fastq	EXR-TTUSC1gCrGDH-AN	277430.99999999994	Plasma	327966.0	277431.0	False		
sample_ZW_U19_Plasma_58-24_fastq	EXR-TTUSC1gCrGDH-AN	270778.0	Plasma	328931.0	270778.0	False		
sample_ZW_U19_Plasma_58-2_fastq	EXR-TTUSC1gCrGDH-AN	7275443.0	Plasma	8376000.0	7275443.0	False		
sample_ZW_U19_Plasma_58-3_fastq	EXR-TTUSC1gCrGDH-AN	7903246.000000001	Plasma	9331106.0	7903246.0	False		
sample_ZW_U19_Plasma_58-4_fastq	EXR-TTUSC1gCrGDH-AN	543800.0000000001	Plasma	625358.0	543800.0	False		
sample_ZW_U19_Plasma_58-5_fastq	EXR-TTUSC1gCrGDH-AN	732434.9999999999	Plasma	1079647.0	732435.0	False		
sample_ZW_U19_Plasma_58-6_fastq	EXR-TTUSC1gCrGDH-AN	81573.0	Plasma	229309.0	81573.0	True		
sample_ZW_U19_Plasma_58-7_fastq	EXR-TTUSC1gCrGDH-AN	142772.00000000003	Plasma	355978.0	142772.0	False		
sample_ZW_U19_Plasma_58-8_fastq	EXR-TTUSC1gCrGDH-AN	6370126.0	Plasma	7416239.0	6370126.0	False		
sample_ZW_U19_Plasma_58-9_fastq	EXR-TTUSC1gCrGDH-AN	7693186.0	Plasma	9093221.0	7693186.0	False		
sample_ZW_U19_Serum_59-10_fastq	EXR-TTUSC1gCrGDH-AN	291907.00000000006	Serum	553829.0	291907.0	False		
sample_ZW_U19_Serum_59-11_fastq	EXR-TTUSC1gCrGDH-AN	84672.0	Serum	213469.0	84672.0	True		
sample_ZW_U19_Serum_59-12_fastq	EXR-TTUSC1gCrGDH-AN	108668.0	Serum	268732.0	108668.0	False		
sample_ZW_U19_Serum_59-13_fastq	EXR-TTUSC1gCrGDH-AN	484901.0	Serum	649508.0	484901.0	False		
sample_ZW_U19_Serum_59-14_fastq	EXR-TTUSC1gCrGDH-AN	160906.0	Serum	376259.0	160906.0	False		
sample_ZW_U19_Serum_59-15_fastq	EXR-TTUSC1gCrGDH-AN	1177331.9999999995	Serum	1909837.0	1177332.0	False		
sample_ZW_U19_Serum_59-16_fastq	EXR-TTUSC1gCrGDH-AN	2505888.0000000005	Serum	4703698.0	2505888.0	False		
sample_ZW_U19_Serum_59-17_fastq	EXR-TTUSC1gCrGDH-AN	1639767.9999999998	Serum	2553263.0	1639768.0	False		
sample_ZW_U19_Serum_59-18_fastq	EXR-TTUSC1gCrGDH-AN	868231.0	Serum	1625850.0	868231.0	False		
sample_ZW_U19_Serum_59-19_fastq	EXR-TTUSC1gCrGDH-AN	163668.99999999997	Serum	307842.0	163669.0	False		
sample_ZW_U19_Serum_59-1_fastq	EXR-TTUSC1gCrGDH-AN	394885.99999999994	Serum	991934.0	394886.0	False		
sample_ZW_U19_Serum_59-20_fastq	EXR-TTUSC1gCrGDH-AN	685605.9999999999	Serum	1160476.0	685606.0	False		
sample_ZW_U19_Serum_59-21_fastq	EXR-TTUSC1gCrGDH-AN	5581897.0	Serum	7429883.0	5581897.0	False		
sample_ZW_U19_Serum_59-22_fastq	EXR-TTUSC1gCrGDH-AN	364169.0	Serum	678689.0	364169.0	False		
sample_ZW_U19_Serum_59-23_fastq	EXR-TTUSC1gCrGDH-AN	395587.0	Serum	760946.0	395587.0	False		
sample_ZW_U19_Serum_59-24_fastq	EXR-TTUSC1gCrGDH-AN	568675.0000000001	Serum	847762.0	568675.0	False		
sample_ZW_U19_Serum_59-2_fastq	EXR-TTUSC1gCrGDH-AN	456748.99999999994	Serum	1195365.0	456749.0	False		
sample_ZW_U19_Serum_59-3_fastq	EXR-TTUSC1gCrGDH-AN	2664453.0	Serum	3638247.0	2664453.0	False		
sample_ZW_U19_Serum_59-4_fastq	EXR-TTUSC1gCrGDH-AN	2803712.0	Serum	5011417.0	2803712.0	False		
sample_ZW_U19_Serum_59-5_fastq	EXR-TTUSC1gCrGDH-AN	312917.0	Serum	718250.0	312917.0	False		
sample_ZW_U19_Serum_59-6_fastq	EXR-TTUSC1gCrGDH-AN	133589.0	Serum	751342.0	133589.0	False		
sample_ZW_U19_Serum_59-7_fastq	EXR-TTUSC1gCrGDH-AN	210498.0	Serum	426794.0	210498.0	False		
sample_ZW_U19_Serum_59-8_fastq	EXR-TTUSC1gCrGDH-AN	3702145.0	Serum	6216872.0	3702145.0	False		
sample_ZW_U19_Serum_59-9_fastq	EXR-TTUSC1gCrGDH-AN	1238388.0000000002	Serum	2171290.0	1238388.0	False		
sample_ZW_U19_Serum_60-10_fastq	EXR-TTUSC1gCrGDH-AN	858456.0	Serum	2225238.0	858456.0	False		
sample_ZW_U19_Serum_60-11_fastq	EXR-TTUSC1gCrGDH-AN	76204.0	Serum	198791.0	76204.0	True		
sample_ZW_U19_Serum_60-12_fastq	EXR-TTUSC1gCrGDH-AN	1627333.0	Serum	2140921.0	1627333.0	False		
sample_ZW_U19_Serum_60-13_fastq	EXR-TTUSC1gCrGDH-AN	510226.00000000006	Serum	834751.0	510226.0	False		
sample_ZW_U19_Serum_60-14_fastq	EXR-TTUSC1gCrGDH-AN	2145885.9999999995	Serum	2599136.0	2145886.0	False		
sample_ZW_U19_Serum_60-15_fastq	EXR-TTUSC1gCrGDH-AN	1021216.9999999999	Serum	3478726.0	1021217.0	False		
sample_ZW_U19_Serum_60-16_fastq	EXR-TTUSC1gCrGDH-AN	710089.0000000001	Serum	1324870.0	710089.0	False		
sample_ZW_U19_Serum_60-17_fastq	EXR-TTUSC1gCrGDH-AN	2749069.0000000005	Serum	5152487.0	2749069.0	False		
sample_ZW_U19_Serum_60-18_fastq	EXR-TTUSC1gCrGDH-AN	774814.0	Serum	1594619.0	774814.0	False		
sample_ZW_U19_Serum_60-19_fastq	EXR-TTUSC1gCrGDH-AN	257911.99999999997	Serum	501872.0	257912.0	False		
sample_ZW_U19_Serum_60-1_fastq	EXR-TTUSC1gCrGDH-AN	1846595.9999999998	Serum	4127094.0	1846596.0	False		
sample_ZW_U19_Serum_60-20_fastq	EXR-TTUSC1gCrGDH-AN	423285.0	Serum	991261.0	423285.0	False		
sample_ZW_U19_Serum_60-21_fastq	EXR-TTUSC1gCrGDH-AN	1071504.0	Serum	4254436.0	1071504.0	False		
sample_ZW_U19_Serum_60-22_fastq	EXR-TTUSC1gCrGDH-AN	508386.99999999994	Serum	978634.0	508387.0	False		
sample_ZW_U19_Serum_60-23_fastq	EXR-TTUSC1gCrGDH-AN	259120.99999999997	Serum	816843.0	259121.0	False		
sample_ZW_U19_Serum_60-24_fastq	EXR-TTUSC1gCrGDH-AN	258743.0	Serum	702328.0	258743.0	False		
sample_ZW_U19_Serum_60-2_fastq	EXR-TTUSC1gCrGDH-AN	1231145.0	Serum	2651376.0	1231145.0	False		
sample_ZW_U19_Serum_60-3_fastq	EXR-TTUSC1gCrGDH-AN	2772555.0	Serum	5491097.0	2772555.0	False		
sample_ZW_U19_Serum_60-4_fastq	EXR-TTUSC1gCrGDH-AN	642084.0	Serum	1475099.0	642084.0	False		
sample_ZW_U19_Serum_60-5_fastq	EXR-TTUSC1gCrGDH-AN	849867.0000000001	Serum	1992451.0	849867.0	False		
sample_ZW_U19_Serum_60-6_fastq	EXR-TTUSC1gCrGDH-AN	1676579.9999999998	Serum	3006242.0	1676580.0	False		
sample_ZW_U19_Serum_60-7_fastq	EXR-TTUSC1gCrGDH-AN	1058150.0	Serum	1999759.0	1058150.0	False		
sample_ZW_U19_Serum_60-8_fastq	EXR-TTUSC1gCrGDH-AN	2315220.0	Serum	4505268.0	2315220.0	False		
sample_ZW_U19_Serum_60-9_fastq	EXR-TTUSC1gCrGDH-AN	2417939.9999999995	Serum	4842024.0	2417940.0	False		
sample_ZW_U19_Serum_61-10_fastq	EXR-TTUSC1gCrGDH-AN	402191.0	Serum	684292.0	402191.0	False		
sample_ZW_U19_Serum_61-11_fastq	EXR-TTUSC1gCrGDH-AN	190837.99999999997	Serum	782851.0	190838.0	False		
sample_ZW_U19_Serum_61-12_fastq	EXR-TTUSC1gCrGDH-AN	867560.9999999999	Serum	1152578.0	867561.0	False		
sample_ZW_U19_Serum_61-13_fastq	EXR-TTUSC1gCrGDH-AN	201412.0	Serum	354868.0	201412.0	False		
sample_ZW_U19_Serum_61-14_fastq	EXR-TTUSC1gCrGDH-AN	966894.0	Serum	1239666.0	966894.0	False		
sample_ZW_U19_Serum_61-15_fastq	EXR-TTUSC1gCrGDH-AN	508020.99999999994	Serum	1000502.0	508021.0	False		
sample_ZW_U19_Serum_61-16_fastq	EXR-TTUSC1gCrGDH-AN	380298.99999999994	Serum	930917.0	380299.0	False		
sample_ZW_U19_Serum_61-17_fastq	EXR-TTUSC1gCrGDH-AN	2831850.0	Serum	5159272.0	2831850.0	False		
sample_ZW_U19_Serum_61-18_fastq	EXR-TTUSC1gCrGDH-AN	1412599.9999999998	Serum	3180774.0	1412600.0	False		
sample_ZW_U19_Serum_61-19_fastq	EXR-TTUSC1gCrGDH-AN	148839.00000000003	Serum	277159.0	148839.0	False		
sample_ZW_U19_Serum_61-1_fastq	EXR-TTUSC1gCrGDH-AN	7639924.999999999	Serum	10252967.0	7639925.0	False		
sample_ZW_U19_Serum_61-20_fastq	EXR-TTUSC1gCrGDH-AN	1918741.9999999998	Serum	2478021.0	1918742.0	False		
sample_ZW_U19_Serum_61-21_fastq	EXR-TTUSC1gCrGDH-AN	1271824.0000000002	Serum	2725713.0	1271824.0	False		
sample_ZW_U19_Serum_61-22_fastq	EXR-TTUSC1gCrGDH-AN	635392.9999999999	Serum	2376729.0	635393.0	False		
sample_ZW_U19_Serum_61-23_fastq	EXR-TTUSC1gCrGDH-AN	2884181.9999999995	Serum	3422564.0	2884182.0	False		
sample_ZW_U19_Serum_61-24_fastq	EXR-TTUSC1gCrGDH-AN	418024.00000000006	Serum	672560.0	418024.0	False		
sample_ZW_U19_Serum_61-2_fastq	EXR-TTUSC1gCrGDH-AN	2927900.0	Serum	5510113.0	2927900.0	False		
sample_ZW_U19_Serum_61-3_fastq	EXR-TTUSC1gCrGDH-AN	1510809.0	Serum	3627107.0	1510809.0	False		
sample_ZW_U19_Serum_61-4_fastq	EXR-TTUSC1gCrGDH-AN	473952.99999999994	Serum	914618.0	473953.0	False		
sample_ZW_U19_Serum_61-5_fastq	EXR-TTUSC1gCrGDH-AN	563816.0	Serum	1178912.0	563816.0	False		
sample_ZW_U19_Serum_61-6_fastq	EXR-TTUSC1gCrGDH-AN	185528.0	Serum	675097.0	185528.0	False		
sample_ZW_U19_Serum_61-7_fastq	EXR-TTUSC1gCrGDH-AN	179773.0	Serum	475392.0	179773.0	False		
sample_ZW_U19_Serum_61-8_fastq	EXR-TTUSC1gCrGDH-AN	1230325.9999999998	Serum	4069785.0	1230326.0	False		
sample_ZW_U19_Serum_61-9_fastq	EXR-TTUSC1gCrGDH-AN	6563817.999999999	Serum	11253909.0	6563818.0	False		
sample_ZW_U19_Serum_62-10_fastq	EXR-TTUSC1gCrGDH-AN	69773.0	Serum	118809.0	69773.0	True		
sample_ZW_U19_Serum_62-11_fastq	EXR-TTUSC1gCrGDH-AN	27601.0	Serum	50825.0	27601.0	True		
sample_ZW_U19_Serum_62-12_fastq	EXR-TTUSC1gCrGDH-AN	72359.0	Serum	133095.0	72359.0	True		
sample_ZW_U19_Serum_62-13_fastq	EXR-TTUSC1gCrGDH-AN	48110.0	Serum	79061.0	48110.0	True		
sample_ZW_U19_Serum_62-14_fastq	EXR-TTUSC1gCrGDH-AN	91856.99999999999	Serum	158041.0	91857.0	True		
sample_ZW_U19_Serum_62-15_fastq	EXR-TTUSC1gCrGDH-AN	137321.00000000003	Serum	237811.0	137321.0	False		
sample_ZW_U19_Serum_62-16_fastq	EXR-TTUSC1gCrGDH-AN	282344.99999999994	Serum	1577979.0	282345.0	False		
sample_ZW_U19_Serum_62-17_fastq	EXR-TTUSC1gCrGDH-AN	8870249.999999998	Serum	13811234.0	8870250.0	False		
sample_ZW_U19_Serum_62-18_fastq	EXR-TTUSC1gCrGDH-AN	535114.0	Serum	1128784.0	535114.0	False		
sample_ZW_U19_Serum_62-19_fastq	EXR-TTUSC1gCrGDH-AN	52173.99999999999	Serum	72374.0	52174.0	True		
sample_ZW_U19_Serum_62-1_fastq	EXR-TTUSC1gCrGDH-AN	1052811.0	Serum	2049614.0	1052811.0	False		
sample_ZW_U19_Serum_62-20_fastq	EXR-TTUSC1gCrGDH-AN	1245585.0	Serum	1489742.0	1245585.0	False		
sample_ZW_U19_Serum_62-21_fastq	EXR-TTUSC1gCrGDH-AN	1613119.0000000002	Serum	2583416.0	1613119.0	False		
sample_ZW_U19_Serum_62-22_fastq	EXR-TTUSC1gCrGDH-AN	96986.00000000001	Serum	162690.0	96986.0	True		
sample_ZW_U19_Serum_62-23_fastq	EXR-TTUSC1gCrGDH-AN	93742.0	Serum	144830.0	93742.0	True		
sample_ZW_U19_Serum_62-24_fastq	EXR-TTUSC1gCrGDH-AN	87528.0	Serum	146276.0	87528.0	True		
sample_ZW_U19_Serum_62-2_fastq	EXR-TTUSC1gCrGDH-AN	7597718.999999999	Serum	17494076.0	7597719.0	False		
sample_ZW_U19_Serum_62-3_fastq	EXR-TTUSC1gCrGDH-AN	10330088.000000002	Serum	18204557.0	10330088.0	False		
sample_ZW_U19_Serum_62-4_fastq	EXR-TTUSC1gCrGDH-AN	350393.0	Serum	460752.0	350393.0	False		
sample_ZW_U19_Serum_62-5_fastq	EXR-TTUSC1gCrGDH-AN	872153.0	Serum	1650205.0	872153.0	False		
sample_ZW_U19_Serum_62-6_fastq	EXR-TTUSC1gCrGDH-AN	17527.000000000004	Serum	75487.0	17527.0	True		
sample_ZW_U19_Serum_62-7_fastq	EXR-TTUSC1gCrGDH-AN	182055.00000000006	Serum	254347.0	182055.0	False		
sample_ZW_U19_Serum_62-8_fastq	EXR-TTUSC1gCrGDH-AN	3740104.9999999995	Serum	6807389.0	3740105.0	False		
sample_ZW_U19_Serum_62-9_fastq	EXR-TTUSC1gCrGDH-AN	13941694.0	Serum	22334774.0	13941694.0	False		
sample_BFPExiqon2_56_S93_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	713617.0	Plasma			False	PASS	miRcury biofluids (Exiqon)
sample_BFPExiqon3_57_S94_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	753942.0	Plasma			False	PASS	miRcury biofluids (Exiqon)
sample_BFPExoQuick1_85_S118_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	644521.0	Plasma			False	PASS	SeraMir Kit (System Biosciences)
sample_BFPExoQuick2_86_S119_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	66805.0	Plasma			True	PASS	SeraMir Kit (System Biosciences)
sample_BFPExoQuick3_87_S120_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	299528.0	Plasma			False	PASS	SeraMir Kit (System Biosciences)
sample_BFPExoRNeasy1_49_S87_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	383271.0	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPExoRNeasy2_50_S88_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	546733.0	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPExoRNeasy3_51_S89_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	465937.0	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPME1_79_fastq	EXR-LLAUR1AVB5CS-AN	88370.0	Plasma			True	PASS	miRNeasy (Qiagen)
sample_BFPME2_80_fastq	EXR-LLAUR1AVB5CS-AN	65954.0	Plasma			True	PASS	miRNeasy (Qiagen)
sample_BFPME3_81_S114_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	8389.0	Plasma			True	PASS	miRNeasy (Qiagen)
sample_BFPMillipore1_67_fastq	EXR-LLAUR1AVB5CS-AN	358782.00000000006	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPMillipore2_68_S102_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	116350.99999999999	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPMillipore3_69_S103_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	93238.00000000001	Plasma			True	PASS	miRNeasy (Qiagen)
sample_BFPUltra1_73_fastq	EXR-LLAUR1AVB5CS-AN	84724.00000000001	Plasma			True	PASS	miRNeasy (Qiagen)
sample_BFPUltra2_74_S108_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	186900.0	Plasma			False	PASS	miRNeasy (Qiagen)
sample_BFPUltra3_75_S109_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	67177.0	Plasma			True	PASS	miRNeasy (Qiagen)
